member_id,signup_date,cohort_month,total_orders,total_revenue,avg_aov,category_mix,membership_type,region,acquisition_channel,months_active
TM100321,2025-04-16,2025-04,3,182.13,60.71,Pantry:29.0|Snacks:14.0|Vitamins:16.6|Beauty:12.4|Fresh:0.9|Beverages:14.5|Household:12.5,Monthly,Southwest,Referral,1
TM100322,2025-04-17,2025-04,15,930.03,62.0,Pantry:32.7|Snacks:19.3|Vitamins:13.2|Beauty:7.1|Fresh:3.8|Beverages:12.4|Household:11.4,Annual,Northeast,SEM,3
TM100323,2025-04-09,2025-04,9,521.75,57.97,Pantry:40.9|Snacks:14.5|Vitamins:11.9|Beauty:7.3|Fresh:1.0|Beverages:16.6|Household:7.9,Monthly,West,Paid Social,2
TM100324,2025-04-04,2025-04,25,1404.25,56.17,Pantry:39.3|Snacks:13.7|Vitamins:13.0|Beauty:8.6|Fresh:5.1|Beverages:9.2|Household:11.0,Annual,Midwest,SEM,6
TM100325,2025-04-09,2025-04,9,567.84,63.09,Pantry:40.2|Snacks:12.6|Vitamins:11.4|Beauty:8.7|Fresh:4.3|Beverages:12.1|Household:10.7,Annual,Midwest,Referral,2
TM100326,2025-04-21,2025-04,13,756.02,58.16,Pantry:29.1|Snacks:16.8|Vitamins:16.2|Beauty:11.7|Fresh:1.8|Beverages:13.4|Household:11.0,Monthly,Northeast,SEM,3
TM100327,2025-04-18,2025-04,36,2408.23,66.9,Pantry:38.3|Snacks:18.5|Vitamins:12.4|Beauty:16.7|Fresh:3.6|Beverages:6.5|Household:4.0,Annual,Northeast,Referral,7
TM100328,2025-04-08,2025-04,38,2445.39,64.35,Pantry:40.9|Snacks:20.5|Vitamins:8.2|Beauty:7.4|Fresh:4.3|Beverages:5.8|Household:12.9,Annual,Northeast,Referral,9
TM100329,2025-04-17,2025-04,23,1482.52,64.46,Pantry:32.2|Snacks:18.4|Vitamins:14.6|Beauty:13.8|Fresh:3.8|Beverages:13.9|Household:3.2,Monthly,Southwest,Referral,6
TM100330,2025-04-06,2025-04,28,1826.43,65.23,Pantry:40.1|Snacks:13.8|Vitamins:16.9|Beauty:11.5|Fresh:3.9|Beverages:7.9|Household:6.0,Annual,Southwest,Referral,6
TM100331,2025-04-16,2025-04,9,489.7,54.41,Pantry:35.0|Snacks:16.4|Vitamins:7.0|Beauty:9.8|Fresh:4.5|Beverages:12.0|Household:15.3,Monthly,Southeast,Paid Social,2
TM100332,2025-04-01,2025-04,6,346.68,57.78,Pantry:30.3|Snacks:20.7|Vitamins:15.3|Beauty:13.7|Fresh:2.9|Beverages:12.0|Household:5.1,Annual,Southeast,Organic,2
TM100333,2025-04-09,2025-04,15,951.94,63.46,Pantry:41.4|Snacks:21.1|Vitamins:7.4|Beauty:6.1|Fresh:4.4|Beverages:12.2|Household:7.5,Annual,Southwest,Referral,3
TM100334,2025-04-26,2025-04,4,296.44,74.11,Pantry:37.9|Snacks:19.8|Vitamins:14.6|Beauty:6.0|Fresh:4.1|Beverages:12.3|Household:5.3,Annual,Northeast,Referral,1
TM100335,2025-04-22,2025-04,14,812.88,58.06,Pantry:39.6|Snacks:19.5|Vitamins:7.2|Beauty:10.8|Fresh:2.4|Beverages:14.3|Household:6.3,Annual,Northeast,Organic,3
TM100336,2025-04-17,2025-04,50,3353.02,67.06,Pantry:33.4|Snacks:14.7|Vitamins:12.0|Beauty:12.1|Fresh:3.1|Beverages:16.1|Household:8.6,Annual,West,Referral,10
TM100337,2025-04-28,2025-04,13,721.22,55.48,Pantry:40.6|Snacks:14.5|Vitamins:13.5|Beauty:10.2|Fresh:3.6|Beverages:12.0|Household:5.7,Annual,Southeast,Paid Social,4
TM100338,2025-04-10,2025-04,7,409.81,58.54,Pantry:28.5|Snacks:20.2|Vitamins:12.4|Beauty:10.2|Fresh:3.7|Beverages:14.1|Household:10.8,Annual,West,SEM,2
TM100339,2025-04-13,2025-04,34,2226.62,65.49,Pantry:38.7|Snacks:19.3|Vitamins:6.4|Beauty:11.6|Fresh:1.5|Beverages:9.7|Household:12.8,Monthly,Southwest,Referral,9
TM100340,2025-04-22,2025-04,4,270.12,67.53,Pantry:37.3|Snacks:18.3|Vitamins:9.6|Beauty:10.8|Fresh:2.7|Beverages:12.0|Household:9.3,Annual,Southeast,Organic,1
TM100341,2025-04-22,2025-04,16,1018.21,63.64,Pantry:47.0|Snacks:13.6|Vitamins:11.6|Beauty:9.2|Fresh:2.3|Beverages:9.7|Household:6.6,Monthly,West,Email,4
TM100342,2025-04-07,2025-04,13,790.21,60.79,Pantry:37.9|Snacks:20.6|Vitamins:13.4|Beauty:8.0|Fresh:3.8|Beverages:12.0|Household:4.3,Annual,Northeast,Paid Social,3
TM100343,2025-04-12,2025-04,16,1030.9,64.43,Pantry:34.6|Snacks:20.2|Vitamins:17.3|Beauty:8.3|Fresh:1.5|Beverages:10.1|Household:8.1,Annual,Northeast,Organic,4
TM100344,2025-04-04,2025-04,5,299.25,59.85,Pantry:36.3|Snacks:12.0|Vitamins:6.0|Beauty:15.4|Fresh:4.3|Beverages:15.6|Household:10.4,Monthly,Midwest,Influencer,1
TM100345,2025-04-14,2025-04,34,1952.43,57.42,Pantry:30.6|Snacks:24.4|Vitamins:13.6|Beauty:9.6|Fresh:1.0|Beverages:9.3|Household:11.5,Annual,Northeast,SEM,7
TM100346,2025-04-01,2025-04,4,245.52,61.38,Pantry:27.9|Snacks:15.6|Vitamins:17.4|Beauty:14.4|Fresh:4.9|Beverages:10.5|Household:9.4,Monthly,West,Paid Social,1
TM100347,2025-04-24,2025-04,22,1194.87,54.31,Pantry:33.1|Snacks:18.4|Vitamins:15.8|Beauty:8.2|Fresh:4.0|Beverages:10.8|Household:9.7,Monthly,Southeast,Paid Social,5
TM100348,2025-04-03,2025-04,15,779.85,51.99,Pantry:34.6|Snacks:15.4|Vitamins:9.6|Beauty:13.2|Fresh:3.3|Beverages:12.9|Household:11.0,Monthly,West,Influencer,3
TM100349,2025-04-25,2025-04,9,556.42,61.82,Pantry:38.9|Snacks:22.6|Vitamins:8.4|Beauty:6.3|Fresh:4.7|Beverages:13.0|Household:6.1,Annual,Southeast,Organic,2
TM100350,2025-04-08,2025-04,4,234.64,58.66,Pantry:37.2|Snacks:13.0|Vitamins:16.5|Beauty:7.7|Fresh:1.8|Beverages:15.2|Household:8.7,Annual,Midwest,Paid Social,1
TM100351,2025-04-13,2025-04,5,309.9,61.98,Pantry:41.8|Snacks:14.2|Vitamins:9.9|Beauty:13.0|Fresh:4.5|Beverages:11.9|Household:4.7,Monthly,Midwest,SEM,1
TM100352,2025-04-03,2025-04,4,262.88,65.72,Pantry:37.8|Snacks:21.0|Vitamins:14.4|Beauty:8.2|Fresh:3.0|Beverages:8.8|Household:6.9,Annual,Southwest,Referral,1
TM100353,2025-04-04,2025-04,18,1093.3,60.74,Pantry:37.4|Snacks:18.7|Vitamins:16.1|Beauty:10.9|Fresh:0.2|Beverages:7.5|Household:9.2,Annual,Midwest,Paid Social,5
TM100354,2025-04-28,2025-04,14,915.63,65.4,Pantry:40.5|Snacks:21.8|Vitamins:8.2|Beauty:13.9|Fresh:2.6|Beverages:6.6|Household:6.5,Annual,West,Referral,4
TM100355,2025-04-13,2025-04,12,748.84,62.4,Pantry:39.8|Snacks:13.4|Vitamins:16.4|Beauty:6.7|Fresh:3.5|Beverages:12.8|Household:7.4,Annual,Southwest,Organic,3
TM100356,2025-04-09,2025-04,23,1242.86,54.04,Pantry:35.0|Snacks:20.3|Vitamins:12.3|Beauty:5.5|Fresh:3.5|Beverages:11.0|Household:12.4,Annual,Southeast,Paid Social,5
TM100357,2025-04-04,2025-04,10,532.9,53.29,Pantry:44.2|Snacks:12.0|Vitamins:12.4|Beauty:10.7|Fresh:5.0|Beverages:9.5|Household:6.2,Annual,Southeast,SEM,2
TM100358,2025-04-04,2025-04,16,956.06,59.75,Pantry:32.5|Snacks:18.4|Vitamins:11.5|Beauty:11.5|Fresh:2.0|Beverages:11.0|Household:13.1,Annual,Southwest,Email,3
TM100359,2025-04-18,2025-04,14,855.07,61.08,Pantry:34.6|Snacks:14.2|Vitamins:18.4|Beauty:8.6|Fresh:5.4|Beverages:13.1|Household:5.8,Annual,Midwest,Organic,3
TM100360,2025-04-15,2025-04,5,242.3,48.46,Pantry:36.7|Snacks:13.4|Vitamins:16.5|Beauty:11.9|Fresh:2.5|Beverages:8.6|Household:10.4,Annual,Midwest,Influencer,1
TM100361,2025-04-09,2025-04,21,1338.97,63.76,Pantry:33.5|Snacks:20.0|Vitamins:7.2|Beauty:7.2|Fresh:4.3|Beverages:16.2|Household:11.6,Monthly,Northeast,Organic,5
TM100362,2025-04-11,2025-04,4,245.72,61.43,Pantry:40.2|Snacks:18.7|Vitamins:8.7|Beauty:11.8|Fresh:1.6|Beverages:7.2|Household:11.8,Annual,Midwest,SEM,1
TM100363,2025-04-15,2025-04,15,957.4,63.83,Pantry:31.9|Snacks:11.3|Vitamins:17.0|Beauty:11.9|Fresh:2.8|Beverages:14.4|Household:10.7,Monthly,Southeast,Organic,3
TM100364,2025-04-10,2025-04,11,624.89,56.81,Pantry:36.5|Snacks:13.2|Vitamins:11.1|Beauty:18.3|Fresh:2.3|Beverages:7.6|Household:11.0,Annual,Northeast,Influencer,3
TM100365,2025-04-19,2025-04,13,757.61,58.28,Pantry:38.1|Snacks:16.8|Vitamins:11.4|Beauty:10.5|Fresh:3.3|Beverages:10.7|Household:9.1,Annual,Northeast,SEM,3
TM100366,2025-04-22,2025-04,4,279.92,69.98,Pantry:37.6|Snacks:13.9|Vitamins:16.8|Beauty:5.5|Fresh:5.1|Beverages:12.3|Household:8.9,Annual,Southeast,Organic,1
TM100367,2025-04-02,2025-04,3,217.56,72.52,Pantry:34.4|Snacks:23.2|Vitamins:11.9|Beauty:7.2|Fresh:3.0|Beverages:11.5|Household:8.8,Annual,Northeast,Referral,1
TM100368,2025-04-09,2025-04,17,1058.23,62.25,Pantry:38.2|Snacks:12.4|Vitamins:12.5|Beauty:14.5|Fresh:3.3|Beverages:12.5|Household:6.7,Annual,West,SEM,5
TM100369,2025-04-02,2025-04,5,342.5,68.5,Pantry:38.4|Snacks:19.0|Vitamins:12.8|Beauty:12.4|Fresh:3.1|Beverages:10.6|Household:3.7,Annual,Northeast,Organic,1
TM100370,2025-04-13,2025-04,3,205.62,68.54,Pantry:37.8|Snacks:16.3|Vitamins:15.7|Beauty:6.8|Fresh:4.0|Beverages:12.7|Household:6.8,Annual,Northeast,Email,1
TM100371,2025-04-15,2025-04,5,240.9,48.18,Pantry:29.6|Snacks:18.8|Vitamins:15.8|Beauty:10.8|Fresh:1.6|Beverages:13.8|Household:9.7,Annual,Southwest,Paid Social,1
TM100372,2025-04-21,2025-04,17,1065.9,62.7,Pantry:44.1|Snacks:15.7|Vitamins:8.7|Beauty:7.0|Fresh:0.8|Beverages:13.9|Household:9.8,Annual,West,Referral,3
TM100373,2025-04-11,2025-04,23,1242.24,54.01,Pantry:31.2|Snacks:18.7|Vitamins:14.5|Beauty:15.4|Fresh:3.1|Beverages:8.6|Household:8.5,Annual,Northeast,Influencer,6
TM100374,2025-04-06,2025-04,25,1632.02,65.28,Pantry:38.0|Snacks:16.0|Vitamins:16.3|Beauty:16.4|Fresh:0.3|Beverages:6.9|Household:6.2,Annual,West,Referral,7
TM100375,2025-04-07,2025-04,21,1353.99,64.48,Pantry:37.1|Snacks:19.1|Vitamins:15.2|Beauty:5.2|Fresh:0.7|Beverages:13.2|Household:9.4,Annual,West,Organic,6
TM100376,2025-04-03,2025-04,13,845.61,65.05,Pantry:26.1|Snacks:19.8|Vitamins:16.5|Beauty:13.7|Fresh:4.9|Beverages:14.0|Household:4.9,Monthly,Southwest,Referral,3
TM100377,2025-04-21,2025-04,14,826.78,59.06,Pantry:32.8|Snacks:15.8|Vitamins:17.4|Beauty:9.7|Fresh:2.9|Beverages:11.4|Household:10.1,Monthly,Southeast,SEM,3
TM100378,2025-04-15,2025-04,12,697.51,58.13,Pantry:31.9|Snacks:18.6|Vitamins:11.6|Beauty:13.2|Fresh:2.8|Beverages:13.6|Household:8.3,Annual,West,Organic,3
TM100379,2025-04-07,2025-04,23,1315.94,57.21,Pantry:34.8|Snacks:14.7|Vitamins:14.4|Beauty:7.9|Fresh:3.9|Beverages:13.3|Household:11.1,Annual,Midwest,Paid Social,5
TM100380,2025-04-25,2025-04,5,271.15,54.23,Pantry:30.4|Snacks:20.2|Vitamins:9.1|Beauty:8.9|Fresh:5.2|Beverages:15.2|Household:10.9,Monthly,Northeast,Influencer,1
TM100381,2025-04-01,2025-04,17,919.96,54.12,Pantry:28.1|Snacks:21.5|Vitamins:11.3|Beauty:15.4|Fresh:2.2|Beverages:10.0|Household:11.4,Annual,Midwest,Influencer,4
TM100382,2025-04-05,2025-04,8,436.08,54.51,Pantry:38.5|Snacks:20.3|Vitamins:14.8|Beauty:8.5|Fresh:3.1|Beverages:11.3|Household:3.5,Annual,West,Paid Social,2
TM100383,2025-04-20,2025-04,15,872.77,58.18,Pantry:42.2|Snacks:18.9|Vitamins:9.6|Beauty:7.2|Fresh:3.6|Beverages:7.3|Household:11.2,Monthly,Southwest,Organic,4
TM100384,2025-04-03,2025-04,28,1819.27,64.97,Pantry:43.3|Snacks:18.9|Vitamins:12.8|Beauty:13.1|Fresh:1.5|Beverages:5.6|Household:4.7,Annual,West,Referral,8
TM100385,2025-04-06,2025-04,30,1813.27,60.44,Pantry:34.7|Snacks:20.2|Vitamins:15.9|Beauty:6.7|Fresh:3.9|Beverages:6.1|Household:12.4,Annual,West,SEM,6
TM100386,2025-04-25,2025-04,5,316.7,63.34,Pantry:40.0|Snacks:15.5|Vitamins:15.4|Beauty:6.4|Fresh:1.9|Beverages:13.0|Household:7.8,Annual,Southwest,Paid Social,1
TM100387,2025-04-18,2025-04,12,686.19,57.18,Pantry:31.9|Snacks:14.4|Vitamins:21.4|Beauty:10.5|Fresh:4.7|Beverages:12.5|Household:4.6,Annual,West,Paid Social,3
TM100388,2025-04-15,2025-04,17,849.42,49.97,Pantry:31.0|Snacks:16.3|Vitamins:13.2|Beauty:8.3|Fresh:4.4|Beverages:17.1|Household:9.6,Monthly,Midwest,Influencer,4
TM100389,2025-04-01,2025-04,7,365.12,52.16,Pantry:41.6|Snacks:13.0|Vitamins:12.1|Beauty:8.6|Fresh:1.5|Beverages:17.3|Household:5.9,Monthly,Northeast,Influencer,2
TM100390,2025-04-07,2025-04,6,377.55,62.93,Pantry:45.3|Snacks:14.5|Vitamins:8.7|Beauty:11.1|Fresh:0.7|Beverages:10.0|Household:9.7,Monthly,Southwest,Paid Social,2
TM100391,2025-04-09,2025-04,23,1515.56,65.89,Pantry:33.6|Snacks:14.7|Vitamins:16.4|Beauty:11.1|Fresh:3.6|Beverages:13.1|Household:7.5,Monthly,Southwest,Referral,6
TM100392,2025-04-13,2025-04,8,462.27,57.78,Pantry:38.6|Snacks:14.0|Vitamins:16.2|Beauty:9.9|Fresh:1.7|Beverages:11.2|Household:8.3,Annual,Northeast,Email,2
TM100393,2025-04-15,2025-04,14,902.79,64.48,Pantry:35.5|Snacks:13.6|Vitamins:10.8|Beauty:12.5|Fresh:1.3|Beverages:13.4|Household:13.0,Monthly,Midwest,Referral,4
TM100394,2025-04-02,2025-04,5,292.3,58.46,Pantry:34.7|Snacks:22.0|Vitamins:16.4|Beauty:8.1|Fresh:4.1|Beverages:9.4|Household:5.4,Annual,West,Influencer,1
TM100395,2025-04-07,2025-04,10,627.5,62.75,Pantry:39.4|Snacks:12.5|Vitamins:20.3|Beauty:7.1|Fresh:1.2|Beverages:14.1|Household:5.3,Monthly,West,Email,2
TM100396,2025-04-10,2025-04,31,1931.79,62.32,Pantry:29.8|Snacks:23.4|Vitamins:12.3|Beauty:13.7|Fresh:2.3|Beverages:6.4|Household:12.2,Annual,Midwest,Organic,8
TM100397,2025-04-27,2025-04,63,4224.76,67.06,Pantry:36.9|Snacks:19.2|Vitamins:14.0|Beauty:14.9|Fresh:3.8|Beverages:7.7|Household:3.5,Annual,Southeast,Referral,12
TM100398,2025-04-17,2025-04,13,738.82,56.83,Pantry:26.3|Snacks:20.1|Vitamins:13.9|Beauty:14.8|Fresh:2.1|Beverages:11.3|Household:11.6,Monthly,West,Paid Social,3
TM100399,2025-04-26,2025-04,10,686.9,68.69,Pantry:33.7|Snacks:18.8|Vitamins:14.8|Beauty:14.2|Fresh:4.3|Beverages:6.1|Household:8.1,Monthly,West,Email,2
TM100400,2025-04-04,2025-04,11,603.25,54.84,Pantry:41.1|Snacks:22.2|Vitamins:8.5|Beauty:10.3|Fresh:4.2|Beverages:8.2|Household:5.5,Annual,Southeast,Paid Social,3
TM100401,2025-04-16,2025-04,13,730.1,56.16,Pantry:50.4|Snacks:16.0|Vitamins:8.9|Beauty:9.1|Fresh:0.5|Beverages:7.7|Household:7.5,Monthly,West,Paid Social,3
TM100402,2025-04-11,2025-04,8,432.25,54.03,Pantry:32.1|Snacks:17.0|Vitamins:18.3|Beauty:8.0|Fresh:2.5|Beverages:13.2|Household:8.8,Annual,West,Influencer,2
TM100403,2025-04-24,2025-04,4,237.24,59.31,Pantry:39.0|Snacks:13.6|Vitamins:12.2|Beauty:10.6|Fresh:0.6|Beverages:12.2|Household:11.8,Monthly,Northeast,Paid Social,1
TM100404,2025-04-26,2025-04,12,718.72,59.89,Pantry:36.2|Snacks:10.4|Vitamins:13.8|Beauty:14.9|Fresh:1.7|Beverages:11.8|Household:11.3,Monthly,West,SEM,3
TM100405,2025-04-19,2025-04,7,399.88,57.13,Pantry:39.3|Snacks:21.7|Vitamins:15.1|Beauty:8.2|Fresh:1.0|Beverages:6.7|Household:8.0,Monthly,West,Influencer,2
TM100406,2025-04-23,2025-04,13,819.69,63.05,Pantry:38.3|Snacks:19.6|Vitamins:9.7|Beauty:8.0|Fresh:5.6|Beverages:14.2|Household:4.7,Monthly,West,SEM,3
TM100407,2025-04-03,2025-04,13,813.02,62.54,Pantry:35.5|Snacks:16.3|Vitamins:15.8|Beauty:8.6|Fresh:1.2|Beverages:11.1|Household:11.6,Monthly,Southwest,Organic,3
TM100408,2025-04-10,2025-04,14,893.16,63.8,Pantry:31.7|Snacks:24.3|Vitamins:14.2|Beauty:7.1|Fresh:1.8|Beverages:10.0|Household:11.0,Annual,Southeast,Referral,4
TM100409,2025-04-20,2025-04,11,701.88,63.81,Pantry:36.3|Snacks:17.0|Vitamins:7.5|Beauty:15.8|Fresh:4.6|Beverages:11.0|Household:7.8,Annual,Northeast,Organic,3
TM100410,2025-04-16,2025-04,3,174.54,58.18,Pantry:30.6|Snacks:22.6|Vitamins:6.8|Beauty:15.5|Fresh:3.6|Beverages:10.1|Household:10.8,Monthly,Northeast,Paid Social,1
TM100411,2025-04-16,2025-04,3,186.21,62.07,Pantry:30.3|Snacks:20.2|Vitamins:16.7|Beauty:12.9|Fresh:0.3|Beverages:14.7|Household:5.0,Monthly,West,Paid Social,1
TM100412,2025-04-28,2025-04,17,968.07,56.95,Pantry:31.2|Snacks:22.7|Vitamins:11.3|Beauty:7.1|Fresh:4.2|Beverages:12.1|Household:11.5,Annual,Northeast,Influencer,4
TM100413,2025-04-27,2025-04,13,706.19,54.32,Pantry:34.6|Snacks:16.3|Vitamins:13.3|Beauty:14.4|Fresh:0.7|Beverages:14.0|Household:6.6,Annual,Southeast,Email,3
TM100414,2025-04-16,2025-04,3,214.98,71.66,Pantry:37.3|Snacks:18.4|Vitamins:18.9|Beauty:12.1|Fresh:2.2|Beverages:5.7|Household:5.5,Annual,Southwest,Organic,1
TM100415,2025-04-03,2025-04,5,295.95,59.19,Pantry:38.9|Snacks:21.6|Vitamins:14.3|Beauty:8.2|Fresh:3.5|Beverages:9.2|Household:4.3,Annual,West,Paid Social,1
TM100416,2025-04-23,2025-04,11,637.91,57.99,Pantry:36.8|Snacks:15.8|Vitamins:19.5|Beauty:13.0|Fresh:1.6|Beverages:6.8|Household:6.4,Annual,Northeast,Organic,2
TM100417,2025-04-21,2025-04,3,177.27,59.09,Pantry:37.6|Snacks:19.6|Vitamins:12.0|Beauty:5.7|Fresh:4.2|Beverages:10.5|Household:10.5,Monthly,West,Email,1
TM100418,2025-04-03,2025-04,3,208.95,69.65,Pantry:42.0|Snacks:11.9|Vitamins:12.8|Beauty:9.7|Fresh:0.2|Beverages:12.8|Household:10.5,Monthly,Northeast,Organic,1
TM100419,2025-04-26,2025-04,5,315.4,63.08,Pantry:39.9|Snacks:12.2|Vitamins:17.9|Beauty:11.7|Fresh:1.3|Beverages:5.5|Household:11.6,Monthly,West,Referral,1
TM100420,2025-04-20,2025-04,9,491.05,54.56,Pantry:30.2|Snacks:22.6|Vitamins:9.2|Beauty:7.8|Fresh:1.7|Beverages:15.2|Household:13.2,Annual,West,Paid Social,2
TM100421,2025-04-21,2025-04,16,1044.93,65.31,Pantry:31.6|Snacks:19.7|Vitamins:9.6|Beauty:12.7|Fresh:3.6|Beverages:13.7|Household:9.1,Annual,West,Referral,4
TM100422,2025-04-03,2025-04,5,284.1,56.82,Pantry:44.0|Snacks:14.5|Vitamins:9.5|Beauty:11.5|Fresh:3.8|Beverages:10.1|Household:6.6,Annual,Southwest,SEM,1
TM100423,2025-04-06,2025-04,17,1033.89,60.82,Pantry:31.9|Snacks:16.1|Vitamins:13.9|Beauty:13.5|Fresh:2.7|Beverages:10.9|Household:10.9,Annual,West,Paid Social,4
TM100424,2025-04-05,2025-04,5,322.3,64.46,Pantry:36.9|Snacks:19.2|Vitamins:18.0|Beauty:10.9|Fresh:0.7|Beverages:5.7|Household:8.5,Monthly,West,Paid Social,1
TM100425,2025-04-17,2025-04,6,369.42,61.57,Pantry:35.8|Snacks:13.0|Vitamins:13.0|Beauty:12.1|Fresh:0.9|Beverages:14.9|Household:10.2,Annual,Midwest,Influencer,1
TM100426,2025-04-03,2025-04,3,159.57,53.19,Pantry:40.5|Snacks:22.9|Vitamins:11.0|Beauty:8.7|Fresh:0.5|Beverages:6.2|Household:10.2,Monthly,Midwest,Paid Social,1
TM100427,2025-04-27,2025-04,9,552.64,61.4,Pantry:38.1|Snacks:21.4|Vitamins:16.2|Beauty:12.1|Fresh:0.7|Beverages:6.0|Household:5.5,Annual,Southeast,Organic,2
TM100428,2025-04-06,2025-04,3,185.7,61.9,Pantry:33.5|Snacks:20.2|Vitamins:17.3|Beauty:13.9|Fresh:3.3|Beverages:5.2|Household:6.7,Monthly,Southeast,Influencer,1
TM100429,2025-04-16,2025-04,12,603.22,50.27,Pantry:38.0|Snacks:13.5|Vitamins:13.3|Beauty:12.8|Fresh:4.1|Beverages:13.0|Household:5.4,Monthly,Midwest,Influencer,3
TM100430,2025-04-13,2025-04,13,787.6,60.58,Pantry:35.2|Snacks:13.7|Vitamins:15.0|Beauty:10.9|Fresh:0.7|Beverages:11.6|Household:12.9,Annual,Southeast,Paid Social,3
TM100431,2025-04-02,2025-04,30,1809.0,60.3,Pantry:35.6|Snacks:18.5|Vitamins:13.8|Beauty:11.2|Fresh:5.7|Beverages:9.1|Household:6.1,Annual,Midwest,Paid Social,6
TM100432,2025-04-24,2025-04,10,678.9,67.89,Pantry:33.1|Snacks:19.5|Vitamins:14.2|Beauty:8.2|Fresh:3.8|Beverages:13.7|Household:7.5,Annual,Southwest,Organic,2
TM100433,2025-04-04,2025-04,20,1165.23,58.26,Pantry:37.5|Snacks:14.1|Vitamins:13.6|Beauty:14.3|Fresh:4.7|Beverages:8.8|Household:7.1,Annual,West,SEM,4
TM100434,2025-04-05,2025-04,3,175.59,58.53,Pantry:38.0|Snacks:11.6|Vitamins:15.0|Beauty:11.5|Fresh:1.0|Beverages:14.0|Household:9.0,Monthly,West,SEM,1
TM100435,2025-04-14,2025-04,4,221.2,55.3,Pantry:30.5|Snacks:22.2|Vitamins:10.8|Beauty:11.2|Fresh:3.8|Beverages:16.1|Household:5.4,Annual,West,Organic,1
TM100436,2025-04-04,2025-04,41,2771.1,67.59,Pantry:40.4|Snacks:19.1|Vitamins:14.4|Beauty:8.3|Fresh:1.5|Beverages:12.1|Household:4.2,Annual,Southeast,Referral,9
TM100437,2025-04-24,2025-04,8,545.44,68.18,Pantry:41.5|Snacks:11.6|Vitamins:12.9|Beauty:9.0|Fresh:3.9|Beverages:15.9|Household:5.1,Monthly,West,Organic,2
TM100438,2025-04-17,2025-04,5,357.9,71.58,Pantry:37.3|Snacks:14.9|Vitamins:13.9|Beauty:13.7|Fresh:0.3|Beverages:8.9|Household:11.0,Annual,Southwest,Organic,1
TM100439,2025-04-18,2025-04,8,460.0,57.5,Pantry:40.2|Snacks:17.2|Vitamins:12.9|Beauty:11.0|Fresh:0.4|Beverages:10.1|Household:8.2,Annual,West,SEM,2
TM100440,2025-04-09,2025-04,21,1225.64,58.36,Pantry:35.0|Snacks:13.8|Vitamins:9.5|Beauty:12.4|Fresh:1.8|Beverages:13.7|Household:13.8,Annual,West,SEM,4
TM100441,2025-04-20,2025-04,10,561.7,56.17,Pantry:38.6|Snacks:16.3|Vitamins:6.9|Beauty:13.7|Fresh:3.1|Beverages:13.8|Household:7.6,Annual,Northeast,Email,2
TM100442,2025-04-08,2025-04,12,624.47,52.04,Pantry:35.5|Snacks:14.3|Vitamins:13.2|Beauty:13.4|Fresh:3.1|Beverages:10.3|Household:10.1,Monthly,Southeast,Paid Social,3
TM100443,2025-04-06,2025-04,11,582.87,52.99,Pantry:41.1|Snacks:13.4|Vitamins:13.7|Beauty:15.9|Fresh:1.0|Beverages:8.6|Household:6.4,Annual,Southeast,Paid Social,3
TM100444,2025-04-21,2025-04,16,879.77,54.99,Pantry:31.1|Snacks:11.9|Vitamins:18.4|Beauty:16.7|Fresh:0.8|Beverages:14.8|Household:6.3,Monthly,West,SEM,4
TM100445,2025-04-01,2025-04,13,861.56,66.27,Pantry:42.4|Snacks:15.6|Vitamins:12.8|Beauty:8.5|Fresh:3.1|Beverages:8.7|Household:9.0,Monthly,West,Referral,3
TM100446,2025-04-22,2025-04,3,150.06,50.02,Pantry:33.6|Snacks:15.1|Vitamins:11.9|Beauty:10.1|Fresh:1.7|Beverages:16.8|Household:10.8,Annual,Southwest,SEM,1
TM100447,2025-04-10,2025-04,16,875.96,54.75,Pantry:36.1|Snacks:16.1|Vitamins:8.5|Beauty:10.6|Fresh:5.1|Beverages:13.6|Household:9.9,Monthly,West,SEM,4
TM100448,2025-04-26,2025-04,5,307.9,61.58,Pantry:36.1|Snacks:20.0|Vitamins:17.4|Beauty:12.5|Fresh:0.7|Beverages:6.4|Household:6.9,Annual,Northeast,Paid Social,1
TM100449,2025-04-20,2025-04,4,210.4,52.6,Pantry:33.6|Snacks:13.0|Vitamins:16.8|Beauty:9.6|Fresh:2.8|Beverages:11.0|Household:13.2,Annual,West,SEM,1
TM100450,2025-04-18,2025-04,18,1085.36,60.3,Pantry:37.7|Snacks:20.2|Vitamins:15.0|Beauty:7.8|Fresh:0.0|Beverages:15.9|Household:3.4,Annual,Northeast,SEM,4
TM100451,2025-04-23,2025-04,6,405.63,67.61,Pantry:37.1|Snacks:23.6|Vitamins:11.7|Beauty:7.9|Fresh:1.3|Beverages:13.9|Household:4.5,Annual,West,Referral,2
TM100452,2025-04-05,2025-04,9,511.41,56.82,Pantry:44.6|Snacks:12.1|Vitamins:11.4|Beauty:6.8|Fresh:0.5|Beverages:12.5|Household:12.1,Annual,West,Influencer,2
TM100453,2025-04-25,2025-04,4,208.0,52.0,Pantry:33.7|Snacks:21.7|Vitamins:15.7|Beauty:8.8|Fresh:0.9|Beverages:15.5|Household:3.7,Annual,West,Influencer,1
