ad_id,ad_name,creative_type,persona_target,hook_text,day,impressions,clicks,CTR,CPA,conversions,frequency,spend
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",1,42100,1263,3.00,23.50,24,1.0,564.00
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",2,44200,1326,3.00,23.10,25,1.2,577.50
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",3,46500,1395,3.00,22.80,26,1.4,592.80
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",4,43800,1314,3.00,23.20,25,1.7,580.00
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",5,47200,1416,3.00,22.60,27,1.9,610.20
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",6,45100,1353,3.00,22.90,26,2.1,595.40
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",7,48500,1455,3.00,22.40,27,2.3,604.80
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",8,46200,1386,3.00,22.70,26,2.5,590.20
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",9,49100,1473,3.00,22.20,28,2.6,621.60
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",10,47500,1425,3.00,22.50,27,2.8,607.50
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",11,50200,1506,3.00,22.00,28,3.0,616.00
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",12,48100,1443,3.00,22.30,27,3.1,602.10
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",13,51500,1545,3.00,21.80,29,3.2,632.20
AD015,Carbon-Neutral-Delivery-Video,video,sustainability,"Your groceries just went carbon neutral",14,49200,1476,3.00,22.10,28,3.3,618.80
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",1,40200,1407,3.50,18.50,32,1.0,592.00
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",2,42500,1488,3.50,18.10,34,1.2,615.40
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",3,44800,1568,3.50,17.80,36,1.4,640.80
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",4,43100,1509,3.50,18.00,35,1.6,630.00
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",5,45500,1593,3.50,17.60,37,1.8,651.20
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",6,42800,1498,3.50,17.90,35,2.1,626.50
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",7,46200,1617,3.50,17.40,38,2.3,661.20
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",8,44500,1558,3.50,17.70,36,2.5,637.20
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",9,47100,1649,3.50,17.20,39,2.7,670.80
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",10,45200,1582,3.50,17.50,37,2.8,647.50
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",11,47800,1673,3.50,17.10,40,3.0,684.00
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",12,45900,1607,3.50,17.30,38,3.1,657.40
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",13,48500,1698,3.50,17.00,41,3.2,697.00
AD016,Family-Meal-Plan-Carousel,carousel,value_seeker,"Feed a family of 4 for $8.50/meal — organic",14,46800,1638,3.50,17.20,39,3.3,670.80
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",1,35800,1074,3.00,21.50,24,1.0,516.00
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",2,37200,1116,3.00,21.20,25,1.2,530.00
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",3,38900,1167,3.00,20.80,26,1.4,540.80
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",4,37500,1125,3.00,21.00,25,1.6,525.00
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",5,39800,1194,3.00,20.60,27,1.8,556.20
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",6,38200,1146,3.00,20.90,26,2.0,543.40
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",7,40500,1215,3.00,20.50,27,2.2,553.50
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",8,39100,1173,3.00,20.70,26,2.4,538.20
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",9,41200,1236,3.00,20.40,27,2.5,550.80
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",10,39800,1194,3.00,20.60,26,2.7,535.60
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",11,42100,1263,3.00,20.30,28,2.9,568.40
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",12,40500,1215,3.00,20.50,27,3.0,553.50
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",13,43200,1296,3.00,20.10,29,3.1,582.90
AD017,GLP1-Protein-Snacks-Static,static,glp1_health,"High protein. Portion-smart. GLP-1 friendly.",14,41800,1254,3.00,20.30,28,3.2,568.40
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",1,46800,1638,3.50,18.20,36,1.0,655.20
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",2,48500,1698,3.50,17.80,38,1.2,676.40
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",3,51200,1843,3.60,17.20,40,1.4,688.00
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",4,49800,1792,3.60,17.40,39,1.7,678.60
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",5,52500,1890,3.60,17.00,41,1.9,697.00
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",6,50100,1804,3.60,17.30,39,2.1,674.70
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",7,53800,1937,3.60,16.80,42,2.3,705.60
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",8,51500,1854,3.60,17.10,40,2.5,684.00
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",9,54200,1951,3.60,16.70,43,2.7,718.10
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",10,52800,1901,3.60,16.90,41,2.8,692.90
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",11,55500,1998,3.60,16.60,44,3.0,730.40
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",12,53200,1915,3.60,16.80,42,3.1,705.60
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",13,56800,2045,3.60,16.40,45,3.2,738.00
AD018,Smoothie-Subscription-Video,video,dietary_need,"Your morning smoothie on autopilot",14,54500,1962,3.60,16.60,43,3.3,713.80
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",1,31500,945,3.00,26.20,17,1.0,445.40
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",2,33200,996,3.00,25.80,18,1.2,464.40
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",3,34800,1044,3.00,25.40,19,1.4,482.60
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",4,32500,975,3.00,25.90,18,1.6,466.20
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",5,35500,1065,3.00,25.20,20,1.8,504.00
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",6,33800,1014,3.00,25.60,19,2.0,486.40
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",7,36200,1086,3.00,25.00,20,2.2,500.00
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",8,34500,1035,3.00,25.30,19,2.3,480.70
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",9,37100,1113,3.00,24.80,21,2.5,520.80
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",10,35200,1056,3.00,25.10,20,2.7,502.00
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",11,37800,1134,3.00,24.60,21,2.8,516.60
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",12,35800,1074,3.00,24.90,20,3.0,498.00
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",13,38500,1155,3.00,24.50,22,3.1,539.00
AD019,Plastic-Free-Packaging-UGC,UGC,sustainability,"I didn't throw away a single piece of packaging",14,36500,1095,3.00,24.70,21,3.2,518.70
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",1,41200,1236,3.00,19.80,28,1.0,554.40
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",2,43500,1305,3.00,19.50,29,1.3,565.50
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",3,45800,1374,3.00,19.20,31,1.5,595.20
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",4,44100,1323,3.00,19.40,30,1.7,582.00
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",5,46500,1395,3.00,19.10,31,1.9,591.10
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",6,43800,1314,3.00,19.30,30,2.2,579.00
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",7,47200,1416,3.00,18.90,32,2.4,604.80
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",8,45100,1353,3.00,19.10,31,2.5,591.10
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",9,47800,1434,3.00,18.80,33,2.7,620.40
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",10,46200,1386,3.00,19.00,31,2.9,589.00
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",11,48500,1455,3.00,18.70,33,3.0,617.10
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",12,46800,1404,3.00,18.90,32,3.1,604.80
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",13,49500,1485,3.00,18.60,34,3.2,632.40
AD020,Bulk-Basics-Deal-Static,static,value_seeker,"Stock up on organic basics — prices you won't find in stores",14,47500,1425,3.00,18.80,33,3.3,620.40
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",1,44500,1335,3.00,21.80,26,1.0,566.80
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",2,46200,1386,3.00,21.50,27,1.2,580.50
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",3,48800,1464,3.00,21.10,28,1.5,590.80
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",4,45900,1377,3.00,21.60,27,1.7,583.20
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",5,49500,1485,3.00,20.80,29,1.9,603.20
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",6,47200,1416,3.00,21.20,28,2.1,593.60
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",7,50800,1524,3.00,20.50,30,2.3,615.00
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",8,48500,1455,3.00,20.90,29,2.5,606.10
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",9,51200,1536,3.00,20.40,30,2.6,612.00
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",10,49100,1473,3.00,20.70,29,2.8,600.30
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",11,52500,1575,3.00,20.20,31,3.0,625.20
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",12,50200,1506,3.00,20.50,30,3.1,615.00
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",13,53800,1614,3.00,20.00,32,3.2,640.00
AD021,Mediterranean-Diet-Video,video,dietary_need,"The Mediterranean diet — delivered to your door",14,51500,1545,3.00,20.30,31,3.3,629.30
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",1,38500,1155,3.00,24.00,22,1.0,528.00
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",2,40200,1206,3.00,23.60,23,1.2,542.80
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",3,42100,1263,3.00,23.20,24,1.5,556.80
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",4,39800,1194,3.00,23.70,23,1.7,545.10
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",5,43200,1296,3.00,23.00,25,1.9,575.00
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",6,41500,1245,3.00,23.30,24,2.1,559.20
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",7,44800,1344,3.00,22.80,26,2.3,592.80
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",8,42200,1266,3.00,23.10,24,2.5,554.40
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",9,45500,1365,3.00,22.60,26,2.6,585.60
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",10,43100,1293,3.00,22.90,25,2.8,572.50
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",11,46200,1386,3.00,22.50,27,3.0,607.50
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",12,44500,1335,3.00,22.70,26,3.1,590.20
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",13,47100,1413,3.00,22.30,27,3.2,602.10
AD022,Earth-Month-Mission-Carousel,carousel,sustainability,"Earth Month: every member order offsets 10lbs of plastic",14,45200,1356,3.00,22.60,26,3.3,587.60
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",1,52100,1823,3.50,15.90,42,1.0,667.80
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",2,54800,1918,3.50,15.50,45,1.2,697.50
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",3,57500,2070,3.60,14.90,48,1.4,715.20
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",4,56200,2023,3.60,15.10,47,1.7,709.70
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",5,58800,2117,3.60,14.70,50,1.9,735.00
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",6,55500,1998,3.60,15.00,48,2.2,720.00
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",7,59200,2131,3.60,14.60,51,2.4,744.60
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",8,57100,2056,3.60,14.80,49,2.6,725.20
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",9,60500,2178,3.60,14.40,52,2.8,748.80
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",10,58200,2095,3.60,14.70,50,2.9,735.00
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",11,61800,2225,3.60,14.30,53,3.1,757.90
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",12,59500,2142,3.60,14.50,51,3.2,739.50
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",13,62500,2250,3.60,14.10,55,3.3,775.50
AD023,GLP1-Meal-Kit-UGC,UGC,glp1_health,"Meal prepping on Ozempic? Here's my Thrive order",14,60800,2189,3.60,14.30,53,3.4,757.90
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",1,48200,1687,3.50,17.50,38,1.0,665.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",2,50100,1754,3.50,17.10,40,1.3,684.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",3,52800,1848,3.50,16.80,42,1.5,705.60
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",4,51200,1741,3.40,17.50,39,1.8,682.50
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",5,53500,1712,3.20,18.20,37,2.1,673.40
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",6,50800,1575,3.10,19.00,34,2.4,646.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",7,52100,1511,2.90,19.80,32,2.7,633.60
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",8,49500,1386,2.80,20.80,29,3.0,603.20
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",9,51800,1347,2.60,21.90,27,3.3,591.30
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",10,48200,1205,2.50,23.20,24,3.5,556.80
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",11,50500,1161,2.30,24.50,22,3.7,539.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",12,47800,1052,2.20,25.80,20,3.9,516.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",13,49200,984,2.00,27.50,18,4.1,495.00
AD024,New-Year-Reset-Static,static,dietary_need,"New year. New pantry. Same budget.",14,46500,884,1.90,29.20,15,4.3,438.00
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",1,44200,1326,3.00,20.80,27,1.0,561.60
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",2,46500,1395,3.00,20.50,28,1.2,574.00
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",3,48800,1464,3.00,20.20,29,1.4,585.80
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",4,45900,1377,3.00,20.60,28,1.7,576.80
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",5,49500,1485,3.00,20.10,30,1.9,603.00
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",6,47200,1416,3.00,20.40,29,2.1,591.60
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",7,50800,1524,3.00,19.90,31,2.3,616.90
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",8,48100,1443,3.00,20.20,29,2.5,585.80
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",9,51500,1545,3.00,19.70,32,2.7,630.40
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",10,49200,1476,3.00,20.00,30,2.8,600.00
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",11,52800,1584,3.00,19.50,33,3.0,643.50
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",12,50500,1515,3.00,19.80,31,3.1,613.80
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",13,53200,1596,3.00,19.40,33,3.2,640.20
AD025,Refer-A-Friend-Savings-Carousel,carousel,value_seeker,"Give $25 get $25 — your friends deserve organic too",14,51200,1536,3.00,19.60,32,3.3,627.20
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",1,38500,1348,3.50,20.10,28,1.0,562.80
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",2,40200,1407,3.50,19.70,29,1.2,571.30
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",3,42500,1488,3.50,19.30,31,1.4,598.30
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",4,40800,1428,3.50,19.60,30,1.7,588.00
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",5,43500,1523,3.50,19.10,32,1.9,611.20
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",6,41200,1442,3.50,19.40,30,2.1,582.00
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",7,44800,1568,3.50,18.90,33,2.3,623.70
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",8,42500,1488,3.50,19.20,31,2.5,595.20
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",9,45200,1582,3.50,18.70,34,2.7,636.00
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",10,43500,1523,3.50,19.00,32,2.8,608.00
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",11,46200,1617,3.50,18.50,35,3.0,647.50
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",12,44100,1544,3.50,18.80,33,3.1,620.40
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",13,47500,1663,3.50,18.30,36,3.2,658.80
AD026,Allergen-Free-Living-Video,video,dietary_need,"Nut-free. Gluten-free. Stress-free.",14,45800,1603,3.50,18.60,34,3.3,632.40
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",1,55800,1953,3.50,15.20,48,1.0,729.60
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",2,58200,2037,3.50,14.80,51,1.2,754.80
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",3,61500,2214,3.60,14.20,55,1.5,781.00
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",4,59800,2153,3.60,14.40,54,1.7,777.60
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",5,62100,2236,3.60,14.10,56,1.9,789.60
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",6,58500,2106,3.60,14.50,52,2.2,754.00
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",7,63800,2297,3.60,13.80,58,2.4,800.40
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",8,61200,2203,3.60,14.10,55,2.6,775.50
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",9,64500,2322,3.60,13.60,60,2.8,816.00
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",10,62800,2261,3.60,13.80,58,2.9,800.40
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",11,65200,2347,3.60,13.50,61,3.1,823.50
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",12,63100,2272,3.60,13.70,59,3.2,808.30
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",13,66500,2394,3.60,13.30,63,3.3,837.90
AD027,Weekend-Grocery-Run-UGC,UGC,value_seeker,"POV: You stopped going to the grocery store",14,64200,2311,3.60,13.50,61,3.4,823.50
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",1,34500,1035,3.00,23.80,20,1.0,476.00
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",2,36200,1086,3.00,23.40,21,1.2,491.40
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",3,37800,1134,3.00,23.00,22,1.4,506.00
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",4,35500,1065,3.00,23.50,21,1.6,493.50
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",5,38500,1155,3.00,22.80,23,1.8,524.40
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",6,36800,1104,3.00,23.20,22,2.0,510.40
